repeat,fold,stage,rank,canonical_id
3,2,conditional_mechanism,98,score__term_state__country_bounded_limitation
3,2,conditional_mechanism,99,score__term_state__provided_content_confirmed_property
3,2,conditional_mechanism,100,score__term_state__need_bounded_limitation
3,2,conditional_mechanism,101,score__term_state__service_confirmed_property
3,2,conditional_mechanism,102,score__term_state__country_unresolved_listing_claim
3,2,conditional_mechanism,103,score__term_state__global_scope_bounded_limitation
3,2,conditional_mechanism,104,score__term_state__insights_mixed_evidence
3,2,conditional_mechanism,105,score__term_state__management_bounded_limitation
3,2,conditional_mechanism,106,score__term_state__quality_wording_confirmed_property
3,2,conditional_mechanism,107,score__term_state__information_bounded_limitation
3,2,conditional_mechanism,108,score__term_state__research_mixed_evidence
3,2,conditional_mechanism,109,score__term_state__industry_unresolved_listing_claim
3,2,conditional_mechanism,110,score__term_state__year_wording_bounded_limitation
3,2,conditional_mechanism,111,score__term_state__included_content_unresolved_listing_claim
3,2,conditional_mechanism,112,score__term_state__insights_unresolved_listing_claim
3,2,conditional_mechanism,113,score__term_state__sources_unresolved_listing_claim
3,2,conditional_mechanism,114,score__term_state__contact_bounded_limitation
3,2,conditional_mechanism,115,score__term_state__service_bounded_limitation
3,2,conditional_mechanism,116,score__term_state__list_bounded_limitation
3,2,conditional_mechanism,117,score__term_state__users_bounded_limitation
3,2,conditional_mechanism,118,score__term_state__leads_mixed_evidence
3,2,conditional_mechanism,119,score__term_state__management_confirmed_property
3,2,conditional_mechanism,120,score__term_state__availability_bounded_limitation
3,2,conditional_mechanism,121,score__term_state__analysis_fit_positive
3,2,conditional_mechanism,122,score__term_state__included_content_bounded_limitation
3,2,conditional_mechanism,123,score__term_state__quality_wording_bounded_limitation
3,2,conditional_mechanism,124,score__term_state__management_unresolved_listing_claim
3,2,conditional_mechanism,125,score__term_state__industry_bounded_limitation
3,2,conditional_mechanism,126,score__term_state__year_wording_mixed_evidence
3,2,conditional_mechanism,127,score__term_state__time_bounded_limitation
3,2,conditional_mechanism,128,score__term_state__leads_unresolved_listing_claim
3,2,conditional_mechanism,129,score__term_state__global_scope_unresolved_listing_claim
3,2,conditional_mechanism,130,score__term_state__research_bounded_limitation
3,2,conditional_mechanism,131,score__term_state__contact_mixed_evidence
3,2,conditional_mechanism,132,score__term_state__coverage_mixed_evidence
3,2,conditional_mechanism,133,score__term_state__market_unresolved_listing_claim
3,2,conditional_mechanism,134,score__term_state__users_confirmed_property
3,2,conditional_mechanism,135,score__term_state__customization_confirmed_property
3,2,conditional_mechanism,136,score__term_state__sources_confirmed_property
3,2,conditional_mechanism,137,score__term_state__consumer_unresolved_listing_claim
3,2,conditional_mechanism,138,score__term_state__included_content_confirmed_property
3,2,conditional_mechanism,139,score__term_state__detail_bounded_limitation
3,2,conditional_mechanism,140,score__term_state__offer_unresolved_listing_claim
3,2,conditional_mechanism,141,score__term_state__price_confirmed_property
3,2,conditional_mechanism,142,score__term_state__file_bounded_limitation
3,2,conditional_mechanism,143,score__term_state__attributes_unresolved_listing_claim
3,2,conditional_mechanism,144,score__term_state__list_mixed_evidence
3,2,conditional_mechanism,145,score__term_state__coverage_bounded_limitation
3,2,conditional_mechanism,146,score__term_state__attributes_confirmed_property
3,2,conditional_mechanism,147,score__term_state__company_mixed_evidence
3,2,conditional_mechanism,148,score__term_state__analytics_confirmed_property
3,2,conditional_mechanism,149,score__term_state__market_bounded_limitation
3,2,conditional_mechanism,150,score__term_state__time_unresolved_listing_claim
3,2,conditional_mechanism,151,score__term_state__information_confirmed_property
3,2,conditional_mechanism,152,score__term_state__insights_confirmed_property
3,2,conditional_mechanism,153,score__term_state__business_mixed_evidence
3,2,conditional_mechanism,154,score__term_state__year_wording_unresolved_listing_claim
3,2,conditional_mechanism,155,score__term_state__price_bounded_limitation
3,2,conditional_mechanism,156,score__term_state__business_fit_positive
3,3,base_term,1,context_term__global_scope
3,3,base_term,2,context_term__analytics
3,3,base_term,3,context_term__report
3,3,base_term,4,context_term__type
3,3,base_term,5,context_term__sources
3,3,base_term,6,context_term__year_wording
3,3,base_term,7,context_term__worldwide_scope
3,3,base_term,8,context_term__users
3,3,base_term,9,context_term__file
3,3,base_term,10,context_term__included_content
3,3,base_term,11,context_term__leads
3,3,base_term,12,context_term__storage
3,3,conditional_mechanism,1,score__term_state__customization_bounded_limitation
3,3,conditional_mechanism,2,score__term_state__insights_bounded_limitation
3,3,conditional_mechanism,3,score__term_state__scale_wording_unresolved_listing_claim
3,3,conditional_mechanism,4,score__term_state__requirements_confirmed_property
3,3,conditional_mechanism,5,score__term_state__need_confirmed_property
3,3,conditional_mechanism,6,score__term_state__provided_content_mixed_evidence
3,3,conditional_mechanism,7,score__term_state__global_scope_mixed_evidence
3,3,conditional_mechanism,8,score__term_state__global_scope_confirmed_property
3,3,conditional_mechanism,9,score__term_state__leads_bounded_limitation
3,3,conditional_mechanism,10,score__term_state__websites_unresolved_listing_claim
3,3,conditional_mechanism,11,score__term_state__customization_unresolved_listing_claim
3,3,conditional_mechanism,12,score__term_state__information_unresolved_listing_claim
3,3,conditional_mechanism,13,score__term_state__coverage_unresolved_listing_claim
3,3,conditional_mechanism,14,score__term_state__company_confirmed_property
3,3,conditional_mechanism,15,score__term_state__best_unresolved_listing_claim
3,3,conditional_mechanism,16,score__term_state__analysis_confirmed_property
3,3,conditional_mechanism,17,score__term_state__consumer_unresolved_listing_claim
3,3,conditional_mechanism,18,score__term_state__sources_unresolved_listing_claim
3,3,conditional_mechanism,19,score__term_state__analytics_confirmed_property
3,3,conditional_mechanism,20,score__term_state__best_confirmed_property
3,3,conditional_mechanism,21,score__term_state__business_unresolved_listing_claim
3,3,conditional_mechanism,22,score__term_state__case_bounded_limitation
3,3,conditional_mechanism,23,score__term_state__price_bounded_limitation
3,3,conditional_mechanism,24,score__term_state__worldwide_scope_confirmed_property
3,3,conditional_mechanism,25,score__term_state__sources_confirmed_property
3,3,conditional_mechanism,26,score__term_state__included_content_confirmed_property
3,3,conditional_mechanism,27,score__term_state__consumer_confirmed_property
3,3,conditional_mechanism,28,score__term_state__global_scope_unresolved_listing_claim
3,3,conditional_mechanism,29,score__term_state__attributes_confirmed_property
3,3,conditional_mechanism,30,score__term_state__need_mixed_evidence
3,3,conditional_mechanism,31,score__term_state__case_unresolved_listing_claim
3,3,conditional_mechanism,32,score__term_state__time_bounded_limitation
3,3,conditional_mechanism,33,score__term_state__users_unresolved_listing_claim
3,3,conditional_mechanism,34,score__term_state__company_mixed_evidence
3,3,conditional_mechanism,35,score__term_state__analysis_bounded_limitation
3,3,conditional_mechanism,36,score__term_state__quality_wording_unresolved_listing_claim
3,3,conditional_mechanism,37,score__term_state__country_bounded_limitation
3,3,conditional_mechanism,38,score__term_state__list_bounded_limitation
3,3,conditional_mechanism,39,score__term_state__requirements_unresolved_listing_claim
3,3,conditional_mechanism,40,score__term_state__report_confirmed_property
3,3,conditional_mechanism,41,score__term_state__sales_unresolved_listing_claim
3,3,conditional_mechanism,42,score__term_state__type_bounded_limitation
3,3,conditional_mechanism,43,score__term_state__offer_confirmed_property
3,3,conditional_mechanism,44,score__term_state__research_bounded_limitation
3,3,conditional_mechanism,45,score__term_state__location_confirmed_property
3,3,conditional_mechanism,46,score__term_state__cover_bounded_limitation
3,3,conditional_mechanism,47,score__term_state__users_mixed_evidence
3,3,conditional_mechanism,48,score__term_state__detail_bounded_limitation
3,3,conditional_mechanism,49,score__term_state__information_mixed_evidence
3,3,conditional_mechanism,50,score__term_state__industry_bounded_limitation
3,3,conditional_mechanism,51,score__term_state__leads_confirmed_property
3,3,conditional_mechanism,52,score__term_state__insights_unresolved_listing_claim
3,3,conditional_mechanism,53,score__term_state__state_unresolved_listing_claim
3,3,conditional_mechanism,54,score__term_state__analytics_unresolved_listing_claim
3,3,conditional_mechanism,55,score__term_state__business_confirmed_property
3,3,conditional_mechanism,56,score__term_state__analysis_unresolved_listing_claim
3,3,conditional_mechanism,57,score__term_state__best_bounded_limitation
3,3,conditional_mechanism,58,score__term_state__consumer_bounded_limitation
3,3,conditional_mechanism,59,score__term_state__report_unresolved_listing_claim
3,3,conditional_mechanism,60,score__term_state__detail_confirmed_property
3,3,conditional_mechanism,61,score__term_state__coverage_mixed_evidence
3,3,conditional_mechanism,62,score__term_state__location_unresolved_listing_claim
3,3,conditional_mechanism,63,score__term_state__cover_unresolved_listing_claim
3,3,conditional_mechanism,64,score__term_state__need_bounded_limitation
3,3,conditional_mechanism,65,score__term_state__customization_confirmed_property
3,3,conditional_mechanism,66,score__term_state__file_bounded_limitation
3,3,conditional_mechanism,67,score__term_state__research_confirmed_property
3,3,conditional_mechanism,68,score__term_state__worldwide_scope_unresolved_listing_claim
3,3,conditional_mechanism,69,score__term_state__list_unresolved_listing_claim
3,3,conditional_mechanism,70,score__term_state__time_mixed_evidence
3,3,conditional_mechanism,71,score__term_state__included_content_unresolved_listing_claim
3,3,conditional_mechanism,72,score__term_state__level_unresolved_listing_claim
3,3,conditional_mechanism,73,score__term_state__country_mixed_evidence
3,3,conditional_mechanism,74,score__term_state__leads_mixed_evidence
3,3,conditional_mechanism,75,score__term_state__price_unresolved_listing_claim
3,3,conditional_mechanism,76,score__term_state__coverage_confirmed_property
3,3,conditional_mechanism,77,score__term_state__year_wording_bounded_limitation
3,3,conditional_mechanism,78,score__term_state__year_wording_confirmed_property
3,3,conditional_mechanism,79,score__term_state__availability_confirmed_property
3,3,conditional_mechanism,80,score__term_state__contact_bounded_limitation
3,3,conditional_mechanism,81,score__term_state__time_confirmed_property
3,3,conditional_mechanism,82,score__term_state__price_confirmed_property
3,3,conditional_mechanism,83,score__term_state__sources_bounded_limitation
3,3,conditional_mechanism,84,score__term_state__company_unresolved_listing_claim
3,3,conditional_mechanism,85,score__term_state__industry_unresolved_listing_claim
3,3,conditional_mechanism,86,score__term_state__year_wording_unresolved_listing_claim
3,3,conditional_mechanism,87,score__term_state__business_mixed_evidence
3,3,conditional_mechanism,88,score__term_state__list_mixed_evidence
3,3,conditional_mechanism,89,score__term_state__provided_content_confirmed_property
3,3,conditional_mechanism,90,score__term_state__included_content_mixed_evidence
3,3,conditional_mechanism,91,score__term_state__file_confirmed_property
3,3,conditional_mechanism,92,score__term_state__global_scope_bounded_limitation
3,3,conditional_mechanism,93,score__term_state__insights_confirmed_property
3,3,conditional_mechanism,94,score__term_state__leads_unresolved_listing_claim
3,3,conditional_mechanism,95,score__term_state__name_unresolved_listing_claim
3,3,conditional_mechanism,96,score__term_state__users_confirmed_property
3,3,conditional_mechanism,97,score__term_state__provided_content_unresolved_listing_claim
3,3,conditional_mechanism,98,score__term_state__coverage_bounded_limitation
3,3,conditional_mechanism,99,score__term_state__included_content_fit_positive
3,3,conditional_mechanism,100,score__term_state__management_confirmed_property
3,3,conditional_mechanism,101,score__term_state__information_confirmed_property
3,3,conditional_mechanism,102,score__term_state__business_bounded_limitation
3,3,conditional_mechanism,103,score__term_state__offer_bounded_limitation
3,3,conditional_mechanism,104,score__term_state__availability_unresolved_listing_claim
3,3,conditional_mechanism,105,score__term_state__name_confirmed_property
3,3,conditional_mechanism,106,score__term_state__customization_mixed_evidence
3,3,conditional_mechanism,107,score__term_state__company_bounded_limitation
3,3,conditional_mechanism,108,score__term_state__management_unresolved_listing_claim
3,3,conditional_mechanism,109,score__term_state__analysis_mixed_evidence
3,3,conditional_mechanism,110,score__term_state__management_bounded_limitation
3,3,conditional_mechanism,111,score__term_state__availability_bounded_limitation
3,3,conditional_mechanism,112,score__term_state__cover_confirmed_property
3,3,conditional_mechanism,113,score__term_state__scale_wording_confirmed_property
3,3,conditional_mechanism,114,score__term_state__country_confirmed_property
3,3,conditional_mechanism,115,score__term_state__research_unresolved_listing_claim
3,3,conditional_mechanism,116,score__term_state__information_bounded_limitation
3,3,conditional_mechanism,117,score__term_state__service_unresolved_listing_claim
3,3,conditional_mechanism,118,score__term_state__year_wording_mixed_evidence
3,3,conditional_mechanism,119,score__term_state__need_unresolved_listing_claim
3,3,conditional_mechanism,120,score__term_state__research_mixed_evidence
3,3,conditional_mechanism,121,score__term_state__file_unresolved_listing_claim
3,3,conditional_mechanism,122,score__term_state__market_confirmed_property
3,3,conditional_mechanism,123,score__term_state__list_confirmed_property
3,3,conditional_mechanism,124,score__term_state__level_confirmed_property
3,3,conditional_mechanism,125,score__term_state__included_content_bounded_limitation
3,3,conditional_mechanism,126,score__term_state__service_bounded_limitation
3,3,conditional_mechanism,127,score__term_state__type_confirmed_property
3,3,conditional_mechanism,128,score__term_state__quality_wording_mixed_evidence
3,3,conditional_mechanism,129,score__term_state__sources_mixed_evidence
3,3,conditional_mechanism,130,score__term_state__service_mixed_evidence
3,3,conditional_mechanism,131,score__term_state__type_mixed_evidence
3,3,conditional_mechanism,132,score__term_state__contact_mixed_evidence
3,3,conditional_mechanism,133,score__term_state__type_unresolved_listing_claim
3,3,conditional_mechanism,134,score__term_state__analysis_fit_positive
3,3,conditional_mechanism,135,score__term_state__market_unresolved_listing_claim
3,3,conditional_mechanism,136,score__term_state__service_confirmed_property
3,3,conditional_mechanism,137,score__term_state__market_mixed_evidence
3,3,conditional_mechanism,138,score__term_state__quality_wording_confirmed_property
3,3,conditional_mechanism,139,score__term_state__time_unresolved_listing_claim
3,3,conditional_mechanism,140,score__term_state__attributes_bounded_limitation
3,3,conditional_mechanism,141,score__term_state__contact_confirmed_property
3,3,conditional_mechanism,142,score__term_state__industry_confirmed_property
3,3,conditional_mechanism,143,score__term_state__offer_unresolved_listing_claim
3,3,conditional_mechanism,144,score__term_state__attributes_unresolved_listing_claim
3,3,conditional_mechanism,145,score__term_state__users_bounded_limitation
3,3,conditional_mechanism,146,score__term_state__market_bounded_limitation
3,3,conditional_mechanism,147,score__term_state__insights_mixed_evidence
3,3,conditional_mechanism,148,score__term_state__contact_unresolved_listing_claim
3,3,conditional_mechanism,149,score__term_state__quality_wording_bounded_limitation
3,3,conditional_mechanism,150,score__term_state__country_unresolved_listing_claim
3,3,conditional_mechanism,151,score__term_state__detail_unresolved_listing_claim
3,3,conditional_mechanism,152,score__term_state__provided_content_bounded_limitation
3,3,conditional_mechanism,153,score__term_state__case_confirmed_property
3,3,conditional_mechanism,154,score__term_state__business_fit_positive
3,4,base_term,1,context_term__global_scope
3,4,base_term,2,context_term__analysis
3,4,base_term,3,context_term__case
3,4,base_term,4,context_term__file
3,4,base_term,5,context_term__best
3,4,base_term,6,context_term__analytics
3,4,base_term,7,context_term__type
3,4,base_term,8,context_term__need
3,4,base_term,9,context_term__websites
3,4,base_term,10,context_term__consumer
3,4,base_term,11,context_term__report
3,4,base_term,12,context_term__provided_content
3,4,conditional_mechanism,1,score__term_state__best_confirmed_property
3,4,conditional_mechanism,2,score__term_state__coverage_unresolved_listing_claim
3,4,conditional_mechanism,3,score__term_state__analytics_unresolved_listing_claim
3,4,conditional_mechanism,4,score__term_state__provided_content_mixed_evidence
3,4,conditional_mechanism,5,score__term_state__attributes_unresolved_listing_claim
3,4,conditional_mechanism,6,score__term_state__attributes_confirmed_property
3,4,conditional_mechanism,7,score__term_state__global_scope_confirmed_property
3,4,conditional_mechanism,8,score__term_state__report_unresolved_listing_claim
3,4,conditional_mechanism,9,score__term_state__sales_unresolved_listing_claim
3,4,conditional_mechanism,10,score__term_state__type_bounded_limitation
3,4,conditional_mechanism,11,score__term_state__need_confirmed_property
3,4,conditional_mechanism,12,score__term_state__information_unresolved_listing_claim
3,4,conditional_mechanism,13,score__term_state__type_confirmed_property
3,4,conditional_mechanism,14,score__term_state__customization_bounded_limitation
3,4,conditional_mechanism,15,score__term_state__coverage_confirmed_property
3,4,conditional_mechanism,16,score__term_state__analytics_confirmed_property
3,4,conditional_mechanism,17,score__term_state__type_unresolved_listing_claim
3,4,conditional_mechanism,18,score__term_state__level_confirmed_property
3,4,conditional_mechanism,19,score__term_state__scale_wording_unresolved_listing_claim
3,4,conditional_mechanism,20,score__term_state__research_mixed_evidence
3,4,conditional_mechanism,21,score__term_state__included_content_bounded_limitation
3,4,conditional_mechanism,22,score__term_state__consumer_bounded_limitation
3,4,conditional_mechanism,23,score__term_state__analysis_mixed_evidence
3,4,conditional_mechanism,24,score__term_state__cover_bounded_limitation
3,4,conditional_mechanism,25,score__term_state__level_unresolved_listing_claim
3,4,conditional_mechanism,26,score__term_state__requirements_confirmed_property
3,4,conditional_mechanism,27,score__term_state__research_bounded_limitation
3,4,conditional_mechanism,28,score__term_state__global_scope_unresolved_listing_claim
3,4,conditional_mechanism,29,score__term_state__sources_mixed_evidence
3,4,conditional_mechanism,30,score__term_state__year_wording_confirmed_property
3,4,conditional_mechanism,31,score__term_state__analytics_bounded_limitation
3,4,conditional_mechanism,32,score__term_state__websites_unresolved_listing_claim
3,4,conditional_mechanism,33,score__term_state__company_unresolved_listing_claim
3,4,conditional_mechanism,34,score__term_state__analysis_fit_positive
3,4,conditional_mechanism,35,score__term_state__market_confirmed_property
3,4,conditional_mechanism,36,score__term_state__service_bounded_limitation
3,4,conditional_mechanism,37,score__term_state__users_bounded_limitation
3,4,conditional_mechanism,38,score__term_state__case_bounded_limitation
3,4,conditional_mechanism,39,score__term_state__insights_bounded_limitation
3,4,conditional_mechanism,40,score__term_state__provided_content_unresolved_listing_claim
3,4,conditional_mechanism,41,score__term_state__report_confirmed_property
3,4,conditional_mechanism,42,score__term_state__global_scope_mixed_evidence
3,4,conditional_mechanism,43,score__term_state__included_content_mixed_evidence
3,4,conditional_mechanism,44,score__term_state__storage_confirmed_property
3,4,conditional_mechanism,45,score__term_state__quality_wording_unresolved_listing_claim
3,4,conditional_mechanism,46,score__term_state__name_confirmed_property
3,4,conditional_mechanism,47,score__term_state__case_unresolved_listing_claim
3,4,conditional_mechanism,48,score__term_state__management_confirmed_property
3,4,conditional_mechanism,49,score__term_state__detail_bounded_limitation
3,4,conditional_mechanism,50,score__term_state__name_unresolved_listing_claim
3,4,conditional_mechanism,51,score__term_state__sources_bounded_limitation
3,4,conditional_mechanism,52,score__term_state__detail_confirmed_property
3,4,conditional_mechanism,53,score__term_state__business_confirmed_property
3,4,conditional_mechanism,54,score__term_state__analysis_unresolved_listing_claim
3,4,conditional_mechanism,55,score__term_state__research_unresolved_listing_claim
3,4,conditional_mechanism,56,score__term_state__service_unresolved_listing_claim
3,4,conditional_mechanism,57,score__term_state__country_mixed_evidence
3,4,conditional_mechanism,58,score__term_state__offer_unresolved_listing_claim
3,4,conditional_mechanism,59,score__term_state__location_confirmed_property
3,4,conditional_mechanism,60,score__term_state__included_content_unresolved_listing_claim
3,4,conditional_mechanism,61,score__term_state__included_content_fit_positive
3,4,conditional_mechanism,62,score__term_state__users_confirmed_property
3,4,conditional_mechanism,63,score__term_state__customization_confirmed_property
3,4,conditional_mechanism,64,score__term_state__company_mixed_evidence
3,4,conditional_mechanism,65,score__term_state__list_bounded_limitation
3,4,conditional_mechanism,66,score__term_state__price_confirmed_property
3,4,conditional_mechanism,67,score__term_state__customization_unresolved_listing_claim
3,4,conditional_mechanism,68,score__term_state__cover_unresolved_listing_claim
3,4,conditional_mechanism,69,score__term_state__management_bounded_limitation
3,4,conditional_mechanism,70,score__term_state__market_mixed_evidence
3,4,conditional_mechanism,71,score__term_state__price_bounded_limitation
3,4,conditional_mechanism,72,score__term_state__quality_wording_bounded_limitation
3,4,conditional_mechanism,73,score__term_state__requirements_unresolved_listing_claim
3,4,conditional_mechanism,74,score__term_state__provided_content_confirmed_property
3,4,conditional_mechanism,75,score__term_state__market_unresolved_listing_claim
3,4,conditional_mechanism,76,score__term_state__information_confirmed_property
3,4,conditional_mechanism,77,score__term_state__time_confirmed_property
3,4,conditional_mechanism,78,score__term_state__time_mixed_evidence
3,4,conditional_mechanism,79,score__term_state__cover_confirmed_property
3,4,conditional_mechanism,80,score__term_state__detail_unresolved_listing_claim
3,4,conditional_mechanism,81,score__term_state__time_bounded_limitation
3,4,conditional_mechanism,82,score__term_state__research_confirmed_property
3,4,conditional_mechanism,83,score__term_state__need_mixed_evidence
3,4,conditional_mechanism,84,score__term_state__management_unresolved_listing_claim
3,4,conditional_mechanism,85,score__term_state__file_unresolved_listing_claim
3,4,conditional_mechanism,86,score__term_state__year_wording_bounded_limitation
3,4,conditional_mechanism,87,score__term_state__business_unresolved_listing_claim
3,4,conditional_mechanism,88,score__term_state__sources_unresolved_listing_claim
3,4,conditional_mechanism,89,score__term_state__analysis_confirmed_property
3,4,conditional_mechanism,90,score__term_state__industry_unresolved_listing_claim
3,4,conditional_mechanism,91,score__term_state__file_bounded_limitation
3,4,conditional_mechanism,92,score__term_state__availability_bounded_limitation
3,4,conditional_mechanism,93,score__term_state__consumer_unresolved_listing_claim
3,4,conditional_mechanism,94,score__term_state__company_confirmed_property
3,4,conditional_mechanism,95,score__term_state__insights_unresolved_listing_claim
3,4,conditional_mechanism,96,score__term_state__insights_confirmed_property
3,4,conditional_mechanism,97,score__term_state__country_confirmed_property
3,4,conditional_mechanism,98,score__term_state__customization_mixed_evidence
3,4,conditional_mechanism,99,score__term_state__year_wording_unresolved_listing_claim
3,4,conditional_mechanism,100,score__term_state__sources_confirmed_property
3,4,conditional_mechanism,101,score__term_state__worldwide_scope_confirmed_property
3,4,conditional_mechanism,102,score__term_state__included_content_confirmed_property
3,4,conditional_mechanism,103,score__term_state__provided_content_bounded_limitation
3,4,conditional_mechanism,104,score__term_state__contact_unresolved_listing_claim
3,4,conditional_mechanism,105,score__term_state__file_confirmed_property
3,4,conditional_mechanism,106,score__term_state__case_confirmed_property
3,4,conditional_mechanism,107,score__term_state__contact_confirmed_property
3,4,conditional_mechanism,108,score__term_state__need_bounded_limitation
3,4,conditional_mechanism,109,score__term_state__information_bounded_limitation
3,4,conditional_mechanism,110,score__term_state__information_mixed_evidence
3,4,conditional_mechanism,111,score__term_state__global_scope_bounded_limitation
3,4,conditional_mechanism,112,score__term_state__list_mixed_evidence
3,4,conditional_mechanism,113,score__term_state__leads_unresolved_listing_claim
3,4,conditional_mechanism,114,score__term_state__users_unresolved_listing_claim
3,4,conditional_mechanism,115,score__term_state__business_mixed_evidence
3,4,conditional_mechanism,116,score__term_state__service_confirmed_property
3,4,conditional_mechanism,117,score__term_state__need_unresolved_listing_claim
3,4,conditional_mechanism,118,score__term_state__company_bounded_limitation
3,4,conditional_mechanism,119,score__term_state__country_bounded_limitation
3,4,conditional_mechanism,120,score__term_state__attributes_bounded_limitation
3,4,conditional_mechanism,121,score__term_state__time_unresolved_listing_claim
3,4,conditional_mechanism,122,score__term_state__location_unresolved_listing_claim
3,4,conditional_mechanism,123,score__term_state__business_fit_positive
3,4,conditional_mechanism,124,score__term_state__offer_confirmed_property
3,4,conditional_mechanism,125,score__term_state__leads_bounded_limitation
3,4,conditional_mechanism,126,score__term_state__quality_wording_mixed_evidence
3,4,conditional_mechanism,127,score__term_state__insights_mixed_evidence
3,4,conditional_mechanism,128,score__term_state__availability_unresolved_listing_claim
3,4,conditional_mechanism,129,score__term_state__industry_bounded_limitation
3,4,conditional_mechanism,130,score__term_state__list_unresolved_listing_claim
3,4,conditional_mechanism,131,score__term_state__country_unresolved_listing_claim
3,4,conditional_mechanism,132,score__term_state__coverage_bounded_limitation
3,4,conditional_mechanism,133,score__term_state__service_mixed_evidence
3,4,conditional_mechanism,134,score__term_state__industry_confirmed_property
3,4,conditional_mechanism,135,score__term_state__users_mixed_evidence
3,4,conditional_mechanism,136,score__term_state__offer_bounded_limitation
3,4,conditional_mechanism,137,score__term_state__contact_bounded_limitation
3,4,conditional_mechanism,138,score__term_state__price_unresolved_listing_claim
3,4,conditional_mechanism,139,score__term_state__list_confirmed_property
3,4,conditional_mechanism,140,score__term_state__analysis_bounded_limitation
3,4,conditional_mechanism,141,score__term_state__quality_wording_confirmed_property
3,4,conditional_mechanism,142,score__term_state__leads_mixed_evidence
3,4,conditional_mechanism,143,score__term_state__scale_wording_confirmed_property
3,4,conditional_mechanism,144,score__term_state__worldwide_scope_unresolved_listing_claim
3,4,conditional_mechanism,145,score__term_state__leads_confirmed_property
3,4,conditional_mechanism,146,score__term_state__contact_mixed_evidence
3,4,conditional_mechanism,147,score__term_state__business_bounded_limitation
3,4,conditional_mechanism,148,score__term_state__availability_confirmed_property
3,4,conditional_mechanism,149,score__term_state__year_wording_mixed_evidence
3,4,conditional_mechanism,150,score__term_state__best_bounded_limitation
3,4,conditional_mechanism,151,score__term_state__market_bounded_limitation
3,4,conditional_mechanism,152,score__term_state__type_mixed_evidence
3,4,conditional_mechanism,153,score__term_state__best_unresolved_listing_claim
3,5,base_term,1,context_term__type
3,5,base_term,2,context_term__included_content
3,5,base_term,3,context_term__report
3,5,base_term,4,context_term__service
3,5,base_term,5,context_term__global_scope
3,5,base_term,6,context_term__file
3,5,base_term,7,context_term__best
3,5,base_term,8,context_term__websites
3,5,base_term,9,context_term__scale_wording
3,5,base_term,10,context_term__business
3,5,base_term,11,context_term__level
3,5,base_term,12,context_term__company
3,5,conditional_mechanism,1,score__term_state__requirements_confirmed_property
3,5,conditional_mechanism,2,score__term_state__information_unresolved_listing_claim
3,5,conditional_mechanism,3,score__term_state__quality_wording_unresolved_listing_claim
3,5,conditional_mechanism,4,score__term_state__availability_confirmed_property
3,5,conditional_mechanism,5,score__term_state__attributes_bounded_limitation
3,5,conditional_mechanism,6,score__term_state__type_bounded_limitation
3,5,conditional_mechanism,7,score__term_state__global_scope_confirmed_property
3,5,conditional_mechanism,8,score__term_state__file_unresolved_listing_claim
3,5,conditional_mechanism,9,score__term_state__need_confirmed_property
3,5,conditional_mechanism,10,score__term_state__industry_unresolved_listing_claim
3,5,conditional_mechanism,11,score__term_state__included_content_bounded_limitation
3,5,conditional_mechanism,12,score__term_state__best_confirmed_property
3,5,conditional_mechanism,13,score__term_state__global_scope_mixed_evidence
3,5,conditional_mechanism,14,score__term_state__requirements_unresolved_listing_claim
3,5,conditional_mechanism,15,score__term_state__provided_content_mixed_evidence
3,5,conditional_mechanism,16,score__term_state__availability_bounded_limitation
3,5,conditional_mechanism,17,score__term_state__time_bounded_limitation
3,5,conditional_mechanism,18,score__term_state__research_bounded_limitation
3,5,conditional_mechanism,19,score__term_state__coverage_unresolved_listing_claim
3,5,conditional_mechanism,20,score__term_state__sources_mixed_evidence
3,5,conditional_mechanism,21,score__term_state__cover_bounded_limitation
3,5,conditional_mechanism,22,score__term_state__company_unresolved_listing_claim
3,5,conditional_mechanism,23,score__term_state__industry_confirmed_property
3,5,conditional_mechanism,24,score__term_state__websites_unresolved_listing_claim
3,5,conditional_mechanism,25,score__term_state__detail_bounded_limitation
3,5,conditional_mechanism,26,score__term_state__consumer_unresolved_listing_claim
3,5,conditional_mechanism,27,score__term_state__need_mixed_evidence
3,5,conditional_mechanism,28,score__term_state__year_wording_confirmed_property
3,5,conditional_mechanism,29,score__term_state__offer_mixed_evidence
3,5,conditional_mechanism,30,score__term_state__coverage_mixed_evidence
3,5,conditional_mechanism,31,score__term_state__cover_confirmed_property
3,5,conditional_mechanism,32,score__term_state__company_mixed_evidence
3,5,conditional_mechanism,33,score__term_state__customization_mixed_evidence
3,5,conditional_mechanism,34,score__term_state__sources_bounded_limitation
3,5,conditional_mechanism,35,score__term_state__time_unresolved_listing_claim
3,5,conditional_mechanism,36,score__term_state__analysis_mixed_evidence
3,5,conditional_mechanism,37,score__term_state__level_unresolved_listing_claim
3,5,conditional_mechanism,38,score__term_state__storage_confirmed_property
3,5,conditional_mechanism,39,score__term_state__quality_wording_confirmed_property
3,5,conditional_mechanism,40,score__term_state__scale_wording_unresolved_listing_claim
3,5,conditional_mechanism,41,score__term_state__information_confirmed_property
3,5,conditional_mechanism,42,score__term_state__sales_unresolved_listing_claim
3,5,conditional_mechanism,43,score__term_state__market_mixed_evidence
